contentId,Category,Type,Sentiment,score
97522e57-d9ab-4bd6-97bf-c24d952602d2,Studying,hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",dislike,negative,10
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",intrigued,positive,45
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",peeking,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",scared,negative,15
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",disgust,negative,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",hate,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",like,positive,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",heart,positive,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",indifferent,neutral,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",peeking,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",love,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,"healthy eating",like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating","super love",positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",scared,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",cherish,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",like,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",peeking,neutral,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating","super love",positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",want,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",hate,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",scared,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",dislike,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",want,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",interested,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",love,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",heart,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",disgust,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",adore,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",worried,negative,12
230c4e4d-70c3-461d-b42c-ec09396efb3f,"healthy eating",interested,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,technology,worried,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,technology,want,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,technology,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,technology,scared,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,technology,heart,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,technology,hate,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,technology,indifferent,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,food,scared,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,hate,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,want,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,love,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,interested,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,like,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,like,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,cherish,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,indifferent,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,adore,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,worried,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,dislike,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,intrigued,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,indifferent,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,peeking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cooking,adore,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,peeking,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,indifferent,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,intrigued,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,cherish,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,"super love",positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,dislike,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,indifferent,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,worried,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,scared,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,interested,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,heart,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,disgust,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,want,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,hate,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,like,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,love,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,dogs,adore,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,want,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,"super love",positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,heart,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,technology,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,adore,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,indifferent,neutral,20
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,worried,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,intrigued,positive,45
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,want,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,hate,negative,5
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,love,positive,65
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,adore,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,cherish,positive,70
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,"super love",positive,75
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,like,positive,50
0bedca96-fb76-4287-a83c-17330ed39cce,soccer,love,positive,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",dislike,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",peeking,neutral,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",cherish,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",peeking,neutral,35
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",worried,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking","super love",positive,75
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",cherish,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",hate,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",disgust,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",disgust,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",dislike,negative,10
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",heart,positive,60
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",intrigued,positive,45
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",worried,negative,12
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",like,positive,50
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",indifferent,neutral,20
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",adore,positive,72
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",hate,negative,5
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",love,positive,65
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",want,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,"public speaking",scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,"super love",positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,heart,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,"super love",positive,75
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,worried,negative,12
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,cherish,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,indifferent,neutral,20
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,adore,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,love,positive,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,heart,positive,60
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,want,positive,70
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,like,positive,50
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,hate,negative,5
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,love,positive,65
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,disgust,negative,0
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,adore,positive,72
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,scared,negative,15
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,intrigued,positive,45
5118e9c5-1377-4cc5-a486-65b35b7b7b76,science,love,positive,65
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,indifferent,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,"super love",positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,indifferent,neutral,20
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,"super love",positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,disgust,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,scared,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,scared,negative,15
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,"super love",positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,worried,negative,12
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,"super love",positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,want,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,want,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,interested,positive,30
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,"super love",positive,75
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,dislike,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,heart,positive,60
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,disgust,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,intrigued,positive,45
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,cherish,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,dislike,negative,10
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,disgust,negative,0
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,want,positive,70
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,peeking,neutral,35
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,hate,negative,5
0be59876-d70c-486c-8e0b-a06bef7a2cd6,tennis,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,love,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,worried,negative,12
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,adore,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,dislike,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,love,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,love,positive,65
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,like,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,dislike,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,dislike,negative,10
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,adore,positive,72
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,indifferent,neutral,20
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,disgust,negative,0
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,heart,positive,60
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,interested,positive,30
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,like,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,"super love",positive,75
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,intrigued,positive,45
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,scared,negative,15
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,peeking,neutral,35
81abd65a-3b76-4574-a0a7-db6bf7184ae2,food,like,positive,50
e6ee2244-9382-49a9-8cbf-fa54aaaa2392,travel,intrigued,positive,45
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,interested,positive,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,like,positive,50
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,disgust,negative,0
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,interested,positive,30
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,worried,negative,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,worried,negative,12
7ffd0a82-4a0a-4527-a4d6-e251b756bac7,fitness,indifferent,neutral,20
